longitude,latitude
-80.713628278139,24.83841760590477
-80.62379674972705,24.83841760590477
-80.5339652213151,24.83841760590477
-80.713628278139,24.928249134316722
-80.62379674972705,24.928249134316722
-80.5339652213151,24.928249134316722
-80.44413369290315,24.928249134316722
-81.25261744861072,25.01808066272867
-81.16278592019876,25.01808066272867
-81.07295439178681,25.01808066272867
-80.98312286337486,25.01808066272867
-80.89329133496291,25.01808066272867
-80.62379674972705,25.01808066272867
-80.5339652213151,25.01808066272867
-80.44413369290315,25.01808066272867
-80.3543021644912,25.01808066272867
-81.25261744861072,25.107912191140624
-80.89329133496291,25.107912191140624
-80.80345980655096,25.107912191140624
-80.713628278139,25.107912191140624
-80.62379674972705,25.107912191140624
-80.5339652213151,25.107912191140624
-80.3543021644912,25.107912191140624
-81.25261744861072,25.197743719552577
-80.3543021644912,25.197743719552577
-80.26447063607924,25.197743719552577
-81.25261744861072,25.28757524796453
-80.26447063607924,25.28757524796453
-81.25261744861072,25.377406776376482
-80.3543021644912,25.377406776376482
-80.26447063607924,25.377406776376482
-81.34244897702267,25.467238304788435
-81.25261744861072,25.467238304788435
-80.3543021644912,25.467238304788435
-81.34244897702267,25.557069833200387
-80.3543021644912,25.557069833200387
-80.26447063607924,25.557069833200387
-81.43228050543462,25.646901361612336
-81.34244897702267,25.646901361612336
-80.26447063607924,25.646901361612336
-80.17463910766729,25.646901361612336
-81.52211203384657,25.73673289002429
-81.43228050543462,25.73673289002429
-80.17463910766729,25.73673289002429
-81.79160661908243,25.82656441843624
-81.70177509067048,25.82656441843624
-81.61194356225853,25.82656441843624
-81.52211203384657,25.82656441843624
-80.17463910766729,25.82656441843624
-80.08480757925534,25.82656441843624
-81.88143814749438,25.916395946848194
-81.79160661908243,25.916395946848194
-80.08480757925534,25.916395946848194
-81.88143814749438,26.006227475260147
-80.08480757925534,26.006227475260147
-81.88143814749438,26.0960590036721
-80.08480757925534,26.0960590036721
-81.97126967590633,26.185890532084052
-81.88143814749438,26.185890532084052
-80.08480757925534,26.185890532084052
-81.97126967590633,26.275722060496005
-80.08480757925534,26.275722060496005
-82.06110120431829,26.365553588907954
-81.97126967590633,26.365553588907954
-80.08480757925534,26.365553588907954
-82.15093273273024,26.455385117319906
-82.06110120431829,26.455385117319906
-80.08480757925534,26.455385117319906
-79.99497605084339,26.455385117319906
-82.15093273273024,26.54521664573186
-79.99497605084339,26.54521664573186
-82.15093273273024,26.63504817414381
-79.99497605084339,26.63504817414381
-82.4204273179661,26.724879702555764
-82.33059578955414,26.724879702555764
-82.24076426114219,26.724879702555764
-82.15093273273024,26.724879702555764
-79.99497605084339,26.724879702555764
-82.51025884637805,26.814711230967717
-82.4204273179661,26.814711230967717
-80.08480757925534,26.814711230967717
-79.99497605084339,26.814711230967717
-82.51025884637805,26.90454275937967
-80.08480757925534,26.90454275937967
-82.60009037479,26.99437428779162
-82.51025884637805,26.99437428779162
-80.08480757925534,26.99437428779162
-82.60009037479,27.08420581620357
-80.17463910766729,27.08420581620357
-80.08480757925534,27.08420581620357
-82.60009037479,27.174037344615524
-80.17463910766729,27.174037344615524
-82.68992190320195,27.263868873027477
-82.60009037479,27.263868873027477
-80.17463910766729,27.263868873027477
-82.7797534316139,27.35370040143943
-82.68992190320195,27.35370040143943
-80.26447063607924,27.35370040143943
-80.17463910766729,27.35370040143943
-82.7797534316139,27.443531929851382
-82.68992190320195,27.443531929851382
-80.26447063607924,27.443531929851382
-82.7797534316139,27.533363458263334
